paragraph,paragraphNumber,filePath,fileName,matchingKey,PoliceReform,Operations_PatrolsInterventions,StateAdministration,RefugeeAssistance,ElectionAssistance,LegalReform,CivilSocietyAssistance
"33. The threat posed by members of the former military diminished during the reporting period, following the death on 9 April of self-proclaimed leader Ravix Rémissainthe (see S/2005/313, para. 16). [LOC] continued to make efforts to persuade groups of former soldiers to disarm voluntarily, although no progress has been made. Former military personnel continued to be primarily interested in particularly within the [LOC] National Police or a reconstituted army. With regard to indemnity payments, the Demobilized Soldiers’ Management Bureau, established by the Transitional Government, announced that it had made the first of three payments to 90 per cent of former soldiers, but that the resources for further payments had not yet been secured.",33,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,False,False,False,False,False,False,False
"34. [LOC] increased contacts with elements close to other armed groups. Several rounds of negotiations were held in [LOC] slums and locations outside the capital city. Hope for a possible breakthrough in [LOC] arose following the operation in [LOC] on 6 July, when several community leaders told [LOC] that armed group members were ready to disarm. However, it turned out that many are reluctant to do so unless they are assured that they will not be attacked by the [LOC] National Police or rival armed gangs. The National Commission on Disarmament, with the assistance of [LOC], is devising a clear modus operandi for negotiating detailed criteria for eligibility for disarmament, demobilization and reintegration.",34,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,False,False,False,False,False,False,False
"35. In the meantime, [LOC] and UNDP have begun to implement community-based projects aimed at increasing alternative livelihood options, thus reducing violence in the slums, and investing in capacity-building for the reinsertion of former armed delinquents. In addition, [LOC] and UNDP are developing a database that will help to manage the disarmament, demobilization and reintegration process by monitoring firearms and the situation of reintegrated individuals. It will also lay a foundation for an effective firearms-control mechanism, which could help the authorities to manage weapon possession.",35,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,False,False,False,False,False,False,False
"36. The lack of strong and professional rule-of-law institutions remained one of the biggest challenges facing [LOC]. Of particular concern was the pattern of alleged serious misconduct of [LOC] National Police officers, including their alleged involvement in the summary execution of at least nine individuals on 20 August at a football game in the [LOC]issant area of [LOC]. [LOC] is conducting its own investigation and supporting the efforts of the national police to investigate the incident. [LOC] has produced a preliminary report on the incident, which has been given to the General Inspectorate of the [LOC] National Police.",36,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,True,False,False,False,False,False,False
"37. [LOC] is assisting the [LOC] National Police in developing a reform plan, on the basis of a memorandum of understanding between the [LOC] authorities and the Mission, which will seek to enhance both professionalism and technical skills and will cover vetting and certification of police officers. As a first step, [LOC] and the [LOC] National Police commenced the provisional registration of national police officers with a pilot project in [LOC] in early September; as at 29 September, 209 officers and 158 weapons had been registered.",37,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,True,False,False,False,False,False,False
"38. On 20 September, 778 officers completed their training at the Police Academy. Of these, 35 were women and 148 former members of the military. A new curriculum has been established with the support of [LOC]. It includes elements relating to child protection and HIV sensitization. Since March 2004, 1,546 officers have graduated from the academy. The formal curriculum is supplemented by guidance in the field from over 410 co-located [LOC] police officers in their daily activities, as well as specialist in-service training at 46 national police stations.",38,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,True,False,False,False,False,False,False
"39. The judicial system continues to suffer from serious technical deficiencies, which undermine public confidence. The prolonged detention of former Prime Minister Yvon Neptune, whose committal to trial order was recently published, was widely perceived as symptomatic of the interference of political actors in the functioning of the judicial system. In addition, the recent release of Louis Jodel Chamblain, second-in-command of the paramilitary group known as the Front révolutionaire pour l’avancement et le progrès d’[LOC], convicted in absentia and sentenced for his involvement in various crimes in 1993 and 1994, tarnished the credibility of the justice system.",39,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,,,,,,,
"40. Over the past month and a half, some preliminary attempts were made by the [LOC] authorities to address administration of justice and detention issues. The Minister of Justice published a workplan for the second half of 2005 that refers to 12 areas prioritized for action. President Boniface Alexandre and the Minister of Justice both expressed their support for the adoption of decrees on the independence of the judges. Two draft decrees are currently being reviewed regarding the statute of the School of Magistrates and the Superior Council of Magistrates. In addition, the Transitional Government established an ad hoc national commission to deal with prolonged pretrial issues, as well as a detention review commission in [LOC]; it also initiated the refurbishment of prisons in [LOC] and [LOC] and launched the first jury trials in two years in [LOC], [LOC], [LOC] and [LOC].",40,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,,,,,,,
"41. [LOC] is preparing a set of recommendations on how the Mission and the wider international community could assist in strengthening the [LOC] judicial and correctional systems, on the basis of, inter alia, the findings of a criminal justice advisory team that was deployed in June. These recommendations will draw from the lessons learned from prior engagements in [LOC], including the need for a balanced approach to strengthen the police, judicial and corrections institutions in parallel.",41,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,,,,,,,
"42. Respect for the human rights of the [LOC] population continued to be compromised by a mixture of criminal violence and the institutional deficiencies noted above. [LOC] is working to develop local capacities, including by training and advising local human rights organizations, while continuing to monitor human rights on the ground.",42,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,False,False,False,False,False,False,True
"43. In pursuance of these goals, [LOC] documented widespread cases of unlawful arrests, ill-treatment and prolonged pretrial detention. In July 2005, 93 per cent of detainees were in pretrial detention, and the figure could now be even higher. While [LOC] National Police operations increased towards the end of the reporting period, police and judicial authorities have failed to date to complete the investigations needed to obtain proper warrants and arraign, indict and prosecute suspected criminals. [LOC] received credible reports of elements of the [LOC] National Police having been involved in a number of summary executions, including the Martissant killings referred to above, as well as in other acts of summary executions have been investigated by the [LOC] Joint Special Investigation Unit. Furthermore, in some instances where police officers were found to have been involved in flagrant cases of misconduct, disciplinary measures that were taken served to protect them from formal inquiry and judicial prosecution. The Conseil supérieur de la police nationale has agreed to the establishment of a joint commission to investigate human rights abuses. [LOC] police are currently working on an implementation strategy.",43,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,True,False,False,False,False,False,False
"44. In general, the daily lives of residents of [LOC] city centre and its densely populated slums continued to be disrupted by frequent acts of violence, sexual assault, extortion, harassment and intimidation by armed gangs. Reportedly, kidnappers increasingly subject their captives to torture, rape and other forms of ill- treatment. Victims have come from all sectors of society and include a number of children.",44,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,,,,,,,
"45. In addition, [LOC] documented the killing of children in [LOC] and other poor districts during exchanges of fire between gangs and the [LOC] National Police, and the continued use of sexual violence against children. During visits to the detention facilities of the Judicial Police on 2 July 2005, [LOC] found three cases of alleged torture against children held there.",45,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,True,False,False,False,False,False,False
"46. To address the problem of alleged violations of children’s rights by the [LOC] National Police, [LOC] signed an agreement with the national police for the provision of comprehensive child-protection training for all new police recruits. All 778 newly trained members of the [LOC] National Police participated in such courses. Furthermore, a joint nationwide awareness campaign against all forms of violence against children, including sexual abuse and child prostitution, was launched in collaboration with the [LOC] Coalition for Child Rights.",46,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,True,False,False,False,False,False,False
"47. Alongside [LOC] efforts to address political, security and human rights issues, the international community continues to play a key role in responding to humanitarian and development needs, which must be met if [LOC] is to achieve lasting stability. The installation of a new administration early next year may bring unrealistic expectations. It will be particularly important, during the period after the elections, that international support focus on employment-generation and translate into high-visibility projects. A. Humanitarian situation",47,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,,,,,,,
"48. Two hurricanes, Dennis and Emily, have hit [LOC] so far during the 2005 hurricane season. Together they killed 32 people and damaged 15 schools, 400 houses, 3 water-supply systems and 1 bridge on the southern peninsula. In some areas, agricultural loss is estimated at 20 to 25 per cent of the new harvest, exacerbating the effects of the drought earlier this year, which had already reduced agricultural output by more than 50 per cent in the most seriously affected areas (see S/2005/313, para. 36). Besides assisting during the relief efforts, [LOC] and United Nations agencies focused on increasing disaster preparedness in the country. organization of two hurricane-oriented simulation exercises to test the national and United Nations coordination mechanisms. These preparations allowed for better coordination of inter-agency efforts during the two storms.",48,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,False,False,True,False,False,False,False
"49. Violence continued to hamper the work of the humanitarian community in the slums of [LOC]. Despite the difficult working conditions, the United Nations system and NGOs have implemented or continue to implement 47 projects in water and sanitation, education, infrastructure, health, human rights, gender, employment-generation, and disarmament, demobilization and reintegration. B. Development, the Interim Cooperation Framework and quick- impact projects",49,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,,,,,,,
"50. The socio-political crisis continues to have a negative effect on [LOC]’s economic situation. Further implementation of the Interim Cooperation Framework (see S/2004/698, para. 25) and the economic recovery programme, as well as the emergency post-conflict assistance programme, helped to partially address economic imbalances. The increase in the price of oil and poor productive capacity, as well as the natural disasters which affected the country in 2004, were the key factors preventing economic recovery in 2005. The Transitional Government took a number of positive measures in the area of public finance, with a view to fighting corruption and smuggling, which helped to contain inflation and to stabilize the local currency. Nonetheless, human needs related to public health services, education, safe drinking water, security, justice and public infrastructure, remained pressing. Only 5 per cent of the 3,202 kilometres of national road network is considered to be of good quality.",50,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,,,,,,,
"51. The Transitional Government reported improvements in the disbursement of funds pledged under the Interim Cooperation Framework since May. Overall disbursal has increased by 19 per cent and is now on target with initial 2004-2005 projections of close to $500 million. Forty-five per cent of the disbursal has been for support of access to basic services, 10 per cent for economic recovery, 20 per cent for economic governance, 13 per cent for political governance and 12 per cent for budgetary aid, arrears and unallocated funds. The Transitional Government expressed its confidence that future disbursal will respect projected financial targets in 2005-2006. At a conference in [LOC] on international assistance to [LOC] on 16 and 17 June, the donor community reiterated its firm commitment to long-term support for the country and acknowledged the Transitional Government’s appeal to enhance assistance in the areas of law and order, energy, rapid employment- generation and preparations for the new academic year.",51,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,,,,,,,
"52. The World Food Programme (WFP) continues its activities for the feeding of some 330,000 primary and secondary schoolchildren in the most insecure areas in the north, north-east, west and [LOC]. A national campaign by the Ministry of Health and Education, actively supported by WFP, treated some 700,000 schoolchildren for parasitic infections and provided training to more than 16,000 teachers and health workers. In May, WFP launched a new protracted relief and recovery operation, which will provide nutritional education and food assistance to 550,000 malnourished children, pregnant and nursing women, and people living with HIV/AIDS and tuberculosis. The United Nations Children’s Fund and the acute level of maternal mortality, aiming to reach out to 1 million women in the three northern and central provinces of [LOC].",52,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,,,,,,,
"53. During the fiscal year 2004-2005, [LOC] approved 98 quick-impact projects amounting to $969,873. The programme has benefited the populations of all 10 regions, covering areas such as agriculture, education, the environment, health, HIV/AIDS, human rights, gender, emergency relief, infrastructure rehabilitation, water and sanitation, and civic education. Forty quick-impact projects have been fully completed, with the remainder at varying stages of implementation. [LOC] has decentralized the programme for the fiscal year 2005-2006, empowering the regional offices to assess requests and make decisions, thus making the programme more responsive.",53,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,False,False,True,False,False,False,False
"54. The [LOC] integrated Mission headquarters was fully established on 27 June. The renovations and move of Mission components to the headquarters has now almost been completed. As at 20 July, the planned integrated regional offices were operating throughout the country, and planning for support assistance for disarmament, demobilization and reintegration and the electoral process is progressing well. Suitable facilities for accommodating the additional formed police unit personnel, military troops and civilian police staff have been identified, and the required rehabilitation work is almost complete.",54,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,,,,,,,
"55. During the reporting period, [LOC] developed an implementation plan for its mandate, which details the respective roles of the various components of the Mission in achieving overall objectives. The plan is a tool to further improve intra- Mission coordination and integration efforts.",55,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,,,,,,,
56. [LOC] continues to provide HIV/AIDS awareness training for its personnel. The initial training of 28 HIV counsellors took place in July 2005; voluntary counselling and testing services have now been launched for [LOC] personnel.,56,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,,,,,,,
"57. By its resolution 59/17 B, the General Assembly appropriated an amount of $494,887,000 (gross), equivalent to $41,240,583 per month, for the [LOC] Special Account for the period from 1 July 2005 to 30 June 2006. Following the adoption of Security Council resolution 1608 (2005), a report containing a revised budget for the period 1 July 2005 to 30 June 2006, amounting to $518,828,500, has been submitted to the Assembly for its review during the main part of its sixtieth session.",57,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,False,False,False,False,False,False,False
"58. As at 31 July 2005, unpaid assessed contributions to the [LOC] Special Account amounted to $331.7 million. The total outstanding assessed contributions for all peacekeeping operations at that date amounted to $2,557 million.",58,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,,,,,,,
"59. [LOC] is at a critical juncture. The prospects for a credible electoral process have been enhanced by the registration of a significant number of voters and the entry of candidates representing a broad range of political opinion. Progress has also been made in addressing urgent security threats. However, the gains that have been attained remain fragile, and there is a need for greater openness and improved decision-making in the electoral process. Other problems that need to be addressed include the existing technical problems in the electoral process, the possibility of increased violence during the campaign period and persisting impunity and disregard for human rights.",59,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,,,,,,,
"60. The primary responsibility for [LOC]’s recovery lies with the leadership of the country and its people. However, in order for [LOC] to advance towards real stability and development, strong and sustained international support must be provided through [LOC] and through complementary and closely coordinated bilateral assistance. In this regard, the high level of commitment demonstrated by members of the Core Group on [LOC] during the ministerial-level meeting that I convened on 17 September in [LOC], as well as during the recent high-level meeting of Latin American troop-contributing countries and the meeting of the Rio Group in [LOC], [LOC], is encouraging.",60,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,,,,,,,
"61. The credibility of the elections will depend upon the confidence of candidates and their constituencies that the process is transparent and that a level playing field has been established. In this context, it is vital that the Transitional Government address without further delay the outstanding concerns regarding the electoral law and take measures to facilitate inclusive and participatory elections. It is essential to avoid any perception that the judicial process is being used in a way that could adversely affect political participation. The provision of public financing to political parties would help reduce the risk of reliance upon dubious sources of funding. The leaders of political parties, working together with the Transitional Government and civil society, should seek to reach out and build cooperation across party lines.",61,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,,,,,,,
"62. The 10 priority actions identified by [LOC] and OAS to overcome key technical and organizational challenges in the electoral process need to be taken urgently, and in particular the institutional capacity of the Provisional Electoral Council needs to be strengthened as a matter of priority. At the same time, the international community should stand ready to play a greater role in the organization of the electoral process to ensure its success. Such a role would require a commensurate short-term increase in resources for [LOC].",62,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,,,,,,,
63. The substantial financial support pledged by bilateral donors for the organization of the elections is appreciated. It is now urgent that pledges be fully disbursed and that the necessary resources be made available to cover the entire cost of the electoral process.,63,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,,,,,,,
"64. Despite recent improvements in the security situation and the success of large- scale joint security operations, more needs to be done to maintain pressure on illegal armed groups. Security operations should be accompanied by humanitarian and development assistance, for which the necessary resources should be provided in a timely manner. Bilateral donor assistance will also be required to permit a meaningful response to the security threats posed by drug and weapon flows. process, a useful message of reassurance and deterrence could be provided if one or more [LOC] indicated their readiness to back up the capabilities of [LOC] through the deployment, if required, of an offshore presence during this period.",64,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,,,,,,,
"66. The strengthening of [LOC]’s rule-of-law institutions, including reform of the [LOC] National Police, is essential for the effective maintenance of internal stability and the extension of State authority. The need for reform of the [LOC] National Police has been reinforced by recent, deeply disturbing reports of the involvement of some of its officers in serious crimes and human rights violations. However, there have been marked improvements in the level of cooperation and in the attitude of the [LOC] national police leadership. The full commitment of the [LOC] authorities to end impunity and develop professional values will be crucial for reform to proceed. Likewise, generous and sustained contributions from the international community, provided in close coordination with [LOC] and with the vetting and certification process, will be essential.",66,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,True,False,False,False,False,False,False
67. The reform of the police must be carried out in parallel with the improvement of the functioning of the judicial and penal systems in [LOC]. Visible progress in these areas is vital for increasing public confidence in the viability of [LOC]’s future Government. The Transitional Government must make every effort to achieve progress on these reforms during the remainder of its mandate in order to provide a firm platform for the incoming elected Government.,67,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,,,,,,,
"68. It is also essential that the [LOC] authorities work closely with [LOC] and the wider international community to strengthen the protection of human rights, end impunity and address cases of illegal, arbitrary and prolonged detention.",68,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,,,,,,,
"69. The administration that takes office after the elections will face important political, security and human rights challenges, while having limited technical capacity and few resources. Further significant assistance from the international community will remain indispensable, at least for the next few years.",69,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,,,,,,,
"70. The development of an effective strategy to assist [LOC] will depend upon not only the political and security dimensions of stability being addressed, but also its social and economic aspects. Particularly during the period after the elections, unrealistic expectations could lead to instability. The generosity of donors will need to find tangible expression on the ground through labour-intensive projects that can help restore public confidence in the peacebuilding process. Donors will also need to support the central and local authorities, as well as to engage in longer-term poverty-reduction efforts.",70,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,,,,,,,
"71. I am grateful for the continuing engagement of those [LOC] contributing troops and police personnel to [LOC], as well as to the members of the Core Group and to other organizations, agencies, contributors and donors for their support in the implementation of the [LOC] mandate. The lead role played by OAS in voter registration is particularly appreciated. Finally, I should like to pay tribute to my Special Representative, Juan Gabriel Valdés, and to the military, police and civilian personnel of [LOC] for their dedication and work in promoting peace and stability in [LOC]. United Nations Stabilization Mission in [LOC]: countries providing military staff and contingents (as at 29 September 2005) Country Staff officers Troops Total [LOC] 10 547 557 [LOC] 4 — 4 Brazila 20 1 199 1 219 [LOC] 3 — 3 [LOC] 9 534 543 [LOC] 1 — 1 [LOC] 1 66 67 [LOC] 2 — 2 [LOC] 3 80 83 Jordan 9 861 870 [LOC] 1 — 1 [LOC] 4 164 168 [LOC] 6 750 756 [LOC] 3 — 3 [LOC] 5 202 207 [LOC] 2 155 157 [LOC] 2 200 202 [LOC] 5 750 755 United States of America 4 — 4 [LOC] 7 771 778 [LOC] 1 — 1 Total 102 6 279 6 381 a Including the Force Commander. United Nations Stabilization Mission in [LOC]: countries providing civilian police officers and formed police units (as at 29 September 2005) Country Civilian police officers Formed police units Total [LOC] 5 — 5 [LOC] 29 — 29 [LOC] and [LOC] 10 — 10 [LOC] 1 — 1 [LOC] 51 — 51 [LOC] 43 — 43 [LOC]a 80 — 80 [LOC] 19 — 19 [LOC] 11 — 11 [LOC] 9 125 134 [LOC] 14 — 14 [LOC] 4 — 4 [LOC] 79 — 79 [LOC] 26 — 26 [LOC] 31 — 31 [LOC] 7 287 294 [LOC] 13 — 13 [LOC] 2 — 2 [LOC] 5 125 130 [LOC] 10 — 10 [LOC] 10 — 10 [LOC] — 248 248 [LOC] 19 — 19 [LOC] 5 — 5 [LOC] 1 84 85 Sierra [LOC] 7 — 7 [LOC] 33 — 33 [LOC] 3 — 3 Togo 4 — 4 [LOC] 9 — 9 United States of [LOC] 49 — 49 [LOC] 8 — 8 [LOC] 2 — 2 [LOC] 3 — 3 Total 602 869 1 471 a Including the Police Commissioner. etsimlaP xiaP-ed-troP droN ed siuoL .tS engroB eL rueloF-à-esnA lebaR-naeJ etnoM etsirC uelB-nissaB salociN-.tS elôM tograM-troP reitrauQ enialP locaraC niroM droN ud ébmiL silopodrabmoB notëahP edanomiL dr l o u N cA ud etaliP enroM-sorG eguoR-e e s n n n A eH ed eiaB toliM ecnasialP nóbajaD reirreF etniaS droN ud erèiviR ednarG evueN-erreT ennazuS sehcreP nodnoD edalemraM nohaB yrennE serèillaV -tniaS ettiuqnaR lëahpaR ésinagrO-tnoM eriotciV aL lehciM tniaS eyalattA'l ed lajavraC acreC senilasseD enilaS-ednarG ecruoS-al-acreC edassïaM -erèiviR-etiteP etinobitrA'l-ed euqissamohT setterreV ednomohT ellepahC aL erèdalleB sabohacsaL uaE'd-tuaS nisagaM etsitpaB etteuqaR-à-etnioP ettenevaS ellivreilavuD nollinroC uaezamohT eiméréJ uorT stocirbA sed xiorC nobnoB steuquoB xuaesoR noroM eiraM-emaD reihtnaG reisserG seppiN ed uorT titeP letseP liaroC nallebmahC inamiJ neisiraP dnoF elliV-noitéP uaeV-à-esnA serèdaraB eduahC ecru t o lu S aniaH'd esnA ffocsneK serèiviR etiteP setterreV-sdnoF evâoG-dnarG enâogariM seppiN ed siorI seL niuorT elisA'L ehcinaM ettoihT - e e s lle n B A togiraM l - e s m ey c a a C J l e e é m ll c a a V J a e L d gru n o iu B q x A u 'd eiV niuqA s d iu u o S L u .t d S nolliavaC nirreP-pmaC sialg t n n A e m s e e i s P n L e - a r à è u - i o t n r h o n a P o C dr a a L hC norubiT enanaB reisoG-dnarG teniaB ref-ed-setôC latna kc h e C broTuaetaB- x à u - a h e c t o ô R C s to e n m a o n d d p n a a m s s e i i h ra t d n n o uo n b w e o h h T s Étang Saumâtre NAECO CITNALTA ED ELÎ EUTROT AL eutroT al ed lanaC etnioP lebaR-naeJ salociN-tniaS paC ed eiaB TSEUO - DRON ellinecnaM xuoF-à-paC DRON e e d tn n i a o r P G e e n e i n a d e B H TSE - DRON ETINOBITRA ed eiaB eutroT al erreiP-ednarG al ed etnioP ed eiaB erreiP-dnarG evânoG al ed efloG ERTNEC etnioP tseuO e e r d g i c l a é L P EV E Â D N O E G LÎ AL ed lanaC craM-tniaS SETIMÉYAC SELÎ ed lanaC ELÎ'UQSERP evânoG al SERÈDARAB SED SEPPIN ESNA - EDNARG TSEUO TSE - DUS DUS ed eiaB lemcaJ DOMINICAN REPUBLIC o27 o37 o47 ABUC o02 OCCOROM HATSUNIM o02 )-( OCCOROM & NIAPS )-( ELIHC fo sa tnemyolpeD RODAUCE & ELIHC 5002 rebmetpeS 92 -paC neitïaH -troF HATSUNIM QH sretrauqdaeH ecroF QH étrebiL yradnuob noilattaB NIAPS droN-ud-uorT )+( LIZARB yradnuob lanoitanretnI NADROJ yradnuob latnemtrapeD ehtnimanauO latipac lanoitaN ANITNEGRA SENIPPILIHP latipac latnemtrapeD sevïanoG UREP egalliv ,nwoT daor niaM nongiP LAPEN daor yradnoceS ELIHC LAPEN tropriA LAPEN )-( LAPEN ELIHC mk 04 03 02 01 0 ehcniH craM-tniaS ANITNEGRA im 52 02 51 01 5 0 )-( RODAUCE & ELIHC o91 I T I A H o91 LIZARB )-( LAPEN ANITNEGRA sialaberiM NADROJ ALAMETAUG PM LAPEN eiahacrA YAUGURU eguoR erreT AKNAL IRS )-( AKNAL IRS ECNIRP-UA-TROP ruoferraC enâgoéL AKNAL IRS evâoG-titeP AKNAL IRS lemcaJ YAUGURU )-( YAUGURU seyaC seL",71,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,,,,,,,
"1. By its resolution 1702 (2006), the Security Council extended the mandate of the United Nations Stabilization Mission in [LOC] ([LOC]) until 15 February 2007 and requested me to report on its implementation not later than 31 December 2006. The present report covers major developments since my report of 28 July 2006 (S/2006/592), and progress made and problems encountered in the implementation of the mandate of the Mission as contained in Security Council resolutions 1542 (2004), 1608 (2005) and 1702 (2006).",1,data/pdfs\MINUSTAH_S_2006_1003.pdf,MINUSTAH_S_2006_1003.pdf,MINUSTAH_S_2006_1003,,,,,,,
"2. During the reporting period, the largely successful completion of the electoral process marked a further significant step in the reinforcement of [LOC]’s democratic process. On 3 December, approximately 29,000 candidates competed for some 8,000 municipal and local positions in the first such elections in 10 years, and a second round was held for 3 senatorial and 11 deputy seats postponed from the earlier legislative elections as a result of interruptions in voting. As compared with previous elections, the Provisional Electoral Council assumed increased responsibility for technical and administrative aspects of the process, including full responsibility for training and payment of some 40,000 poll workers.",2,data/pdfs\MINUSTAH_S_2006_1003.pdf,MINUSTAH_S_2006_1003.pdf,MINUSTAH_S_2006_1003,,,,,,,
"3. The Mission provided logistical and security assistance for the electoral process. Among the tasks undertaken by the Mission were the distribution of voter lists to 140 Communal Electoral Offices and of 2,000 kits for the training of poll coming weeks. In addition, given the destruction of some voting centres and the related loss of electoral data, reruns are likely to be held in several affected constituencies.",3,data/pdfs\MINUSTAH_S_2006_1003.pdf,MINUSTAH_S_2006_1003.pdf,MINUSTAH_S_2006_1003,False,True,False,False,True,False,False
"5. Members of the forty-eighth legislature were convoked to extraordinary sessions on a number of occasions, including for the adoption of the State budget in September. To date, eight draft bills submitted to Parliament have been studied by the Senate and five by the Chamber of Deputies. The various parliamentary committees have been meeting regularly, including for consultation with experts and with national and international partners. In October and November, groups of parliamentarians undertook a series of visits to each of the 10 regions where [LOC] provides logistical and security support. The Government opted to maintain all departmental delegates, vice-delegates and municipal authorities for the remainder of 2006. The measure was taken in order to avoid a precipitous change among local government officials prior to the 3 December elections, and to allow time for parliamentary debate and scrutiny of the decentralization and deconcentration bills.",5,data/pdfs\MINUSTAH_S_2006_1003.pdf,MINUSTAH_S_2006_1003.pdf,MINUSTAH_S_2006_1003,,,,,,,
"6. The implementation of the proposal by the Prime Minister for a Programme d’apaisement social (social pacification programme) has not advanced significantly. Bilateral support will be crucial to permit the tangible improvements envisaged in the programme, which are crucial in order to promote stability and encourage further political progress. During the International Conference for [LOC]’s Economic and Social Development held in [LOC] on 25 July 2006, international participants pledged 750 million dollars for much-needed programmes to finance the budget deficit and the Government’s public investment programme for the coming fiscal year. They expressed their readiness to work towards greater transparency in international aid through firm commitments to budget cycles, as proposed by the Government. The international participants reiterated their long-term support for the Government’s reform efforts in the areas of economic governance, fighting corruption, smuggling and tax evasion, and reaffirmed their willingness to work with the Government in support of the reform of the [LOC] National Police and the judicial system, as well as of efforts for social development and the disarmament, demobilization and reintegration process. The follow-up conference in [LOC] on 30 November further helped to maintain international focus on [LOC] and resulted in a number of sizeable pledges, although it was not formally a pledging event.",6,data/pdfs\MINUSTAH_S_2006_1003.pdf,MINUSTAH_S_2006_1003.pdf,MINUSTAH_S_2006_1003,,,,,,,
